"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/12/2565 04:20","0.5","0.5","0.5","0.5","0.5","0.5","10.0","10.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/12/2565 23:25","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/12/2565 02:00","3.0","3.0","3.0","3.0","3.5","3.5","3.5","4.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/12/2565 02:05","3.0","6.0","6.0","6.0","6.5","6.5","6.5","7.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/12/2565 02:20","5.5","5.5","11.5","11.5","12.0","12.0","12.0","12.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/12/2565 02:25","1.0","6.5","12.5","12.5","12.5","13.0","13.0","13.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","10/10/2565 00:05","0.5","0.5","0.5","0.5","0.5","62.0","62.0","62.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","10/10/2565 02:00","0.5","0.5","0.5","0.5","1.0","1.5","62.5","62.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","10/10/2565 03:45","0.5","0.5","0.5","0.5","1.0","1.5","63.0","63.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","10/10/2565 04:00","0.5","0.5","1.0","1.0","1.5","2.0","63.5","63.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","10/10/2565 05:10","0.5","0.5","0.5","0.5","1.5","2.5","64.0","64.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","10/10/2565 05:15","0.5","1.0","1.0","1.0","2.0","3.0","64.5","64.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","10/10/2565 06:45","0.5","0.5","0.5","0.5","2.0","3.0","28.0","65.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","10/10/2565 09:40","0.5","0.5","0.5","0.5","1.0","3.0","4.0","65.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","10/10/2565 12:40","0.5","0.5","0.5","0.5","0.5","1.5","4.0","66.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 00:55","0.5","0.5","0.5","0.5","0.5","0.5","0.5","4.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 01:05","0.5","1.0","1.0","1.0","1.0","1.0","1.0","5.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 01:20","0.5","0.5","1.5","1.5","1.5","1.5","1.5","5.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 01:30","0.5","1.0","1.5","2.0","2.0","2.0","2.0","6.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 01:35","3.0","3.5","4.0","5.0","5.0","5.0","5.0","9.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 01:40","2.5","6.0","6.5","7.5","7.5","7.5","7.5","11.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 01:45","1.5","7.0","8.0","9.0","9.0","9.0","9.0","13.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 01:50","1.0","5.0","8.5","10.0","10.0","10.0","10.0","14.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 01:55","1.0","3.5","9.5","10.5","11.0","11.0","11.0","15.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 02:00","0.5","2.5","9.5","11.0","11.5","11.5","11.5","15.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 02:15","0.5","0.5","3.0","11.0","12.0","12.0","12.0","15.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 02:30","0.5","0.5","1.0","10.5","12.5","12.5","12.5","16.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 02:40","0.5","1.0","1.5","5.5","13.0","13.0","13.0","16.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 02:45","0.5","1.0","1.5","4.5","13.5","13.5","13.5","17.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 02:50","0.5","1.5","2.0","4.0","14.0","14.0","14.0","17.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 03:05","0.5","0.5","2.0","3.0","14.5","14.5","14.5","18.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 03:25","0.5","0.5","1.0","3.0","15.0","15.0","15.0","18.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 04:05","0.5","0.5","0.5","1.0","14.5","15.5","15.5","18.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 06:50","0.5","0.5","0.5","0.5","1.0","16.0","16.0","17.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 06:55","0.5","1.0","1.0","1.0","1.5","16.0","16.5","17.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 07:00","1.5","2.5","2.5","2.5","3.0","17.5","18.0","19.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 07:15","0.5","0.5","3.0","3.0","3.0","17.5","18.5","19.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 08:10","0.5","0.5","0.5","1.0","3.5","7.5","19.0","20.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","11/10/2565 08:15","0.5","1.0","1.0","1.0","4.0","7.5","19.5","20.5","ดูข้อมูล"
