"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 04:35","0.5","0.5","0.5","0.5","0.5","0.5","0.5","7.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 05:05","0.5","0.5","0.5","1.0","1.0","1.0","1.0","8.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 05:20","0.5","0.5","1.0","1.5","1.5","1.5","1.5","8.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 05:40","0.5","0.5","1.0","1.5","2.0","2.0","2.0","9.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 05:55","0.5","0.5","1.0","2.0","2.5","2.5","2.5","9.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 06:15","0.5","0.5","1.0","2.0","3.0","3.0","3.0","10.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 06:35","0.5","0.5","1.0","2.0","3.5","3.5","3.5","10.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 07:00","0.5","0.5","1.0","1.5","4.0","4.0","4.0","11.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 07:20","0.5","0.5","1.0","1.5","4.5","4.5","4.5","11.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 07:35","0.5","0.5","1.0","1.5","4.5","5.0","5.0","12.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 07:45","0.5","1.0","1.5","2.0","5.0","5.5","5.5","12.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 08:20","0.5","0.5","0.5","1.5","4.5","6.0","6.0","13.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/05/2564 08:35","0.5","0.5","1.0","1.5","5.0","6.5","6.5","13.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/07/2564 23:00","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/07/2564 23:05","1.5","2.0","2.0","2.0","2.0","2.0","2.0","2.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/07/2564 23:10","1.5","3.5","3.5","3.5","3.5","3.5","3.5","3.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/07/2564 23:15","1.0","4.0","4.5","4.5","4.5","4.5","4.5","4.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/07/2564 23:40","0.5","0.5","1.5","5.0","5.0","5.0","5.0","5.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/08/2564 10:00","0.5","0.5","0.5","0.5","0.5","0.5","0.5","8.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 00:05","0.5","1.0","1.0","2.0","32.0","32.0","32.0","32.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 00:15","0.5","1.0","1.5","2.0","32.5","32.5","32.5","32.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 00:20","0.5","1.0","2.0","2.5","33.0","33.0","33.0","33.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 00:35","0.5","0.5","1.5","2.5","33.5","33.5","33.5","33.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 00:45","0.5","1.0","1.5","3.0","33.0","34.0","34.0","34.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 00:55","0.5","1.0","1.5","3.0","31.5","34.5","34.5","34.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 01:00","0.5","1.0","2.0","3.5","29.0","35.0","35.0","35.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 01:10","0.5","1.0","2.0","3.5","25.0","35.5","35.5","35.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 01:20","0.5","1.0","2.0","3.0","20.0","36.0","36.0","36.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 01:35","0.5","0.5","1.5","3.0","15.0","36.5","36.5","36.5","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 02:00","0.5","0.5","1.0","2.0","7.5","37.0","37.0","37.0","ดูข้อมูล"
"RF.SMI.01","สายไหม","สนข.สายไหม","01/09/2564 02:35","0.5","0.5","0.5","1.0","6.5","37.5","37.5","37.5","ดูข้อมูล"
