"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","01/10/2565 23:55","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/10/2565 00:05","1.0","1.5","1.5","1.5","1.5","1.5","1.5","1.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/10/2565 00:15","0.5","1.5","2.0","2.0","2.0","2.0","2.0","2.0","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/10/2565 00:25","0.5","1.0","2.0","2.5","2.5","2.5","2.5","2.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/10/2565 00:30","1.0","1.5","3.0","3.5","3.5","3.5","3.5","3.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/10/2565 00:35","1.0","2.5","3.0","4.5","4.5","4.5","4.5","4.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/10/2565 00:40","1.0","3.0","4.0","5.5","5.5","5.5","5.5","5.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/10/2565 00:45","0.5","2.5","4.0","6.0","6.0","6.0","6.0","6.0","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/10/2565 01:05","0.5","0.5","2.0","5.0","6.5","6.5","6.5","6.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/12/2565 00:20","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/12/2565 00:25","5.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","02/12/2565 00:30","1.0","9.0","9.0","9.0","9.0","9.0","9.0","9.0","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 14:35","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 14:40","6.0","7.5","7.5","7.5","7.5","7.5","7.5","7.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 14:45","6.0","13.5","13.5","13.5","13.5","13.5","13.5","13.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 14:50","3.0","15.0","16.5","16.5","16.5","16.5","16.5","16.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 14:55","4.5","13.5","21.0","21.0","21.0","21.0","21.0","21.0","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 15:00","3.0","10.5","24.0","24.0","24.0","24.0","24.0","24.0","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 15:05","6.5","14.0","29.0","30.5","30.5","30.5","30.5","30.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 15:10","9.5","19.0","32.5","40.0","40.0","40.0","40.0","40.0","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 15:15","3.5","19.5","30.0","43.5","43.5","43.5","43.5","43.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 15:20","4.5","17.5","31.5","48.0","48.0","48.0","48.0","48.0","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 15:25","6.0","14.0","33.0","54.0","54.0","54.0","54.0","54.0","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 15:30","5.5","16.0","35.5","59.5","59.5","59.5","59.5","59.5","ดูข้อมูล"
"RF.LSI.02","หลักสี่","ส.คลองตาอูฐ","03/10/2565 15:35","10.0","21.5","39.0","68.0","69.5","69.5","69.5","69.5","ดูข้อมูล"
