"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","04/02/2566 16:15","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","05/02/2566 15:15","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","05/02/2566 15:20","1.5","4.5","4.5","4.5","4.5","4.5","4.5","5.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","05/02/2566 15:30","4.0","5.5","8.5","8.5","8.5","8.5","8.5","9.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","05/02/2566 15:35","0.5","4.5","9.0","9.0","9.0","9.0","9.0","9.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:05","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:10","1.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:15","5.0","7.5","7.5","7.5","7.5","7.5","7.5","7.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:20","5.5","12.0","13.0","13.0","13.0","13.0","13.0","13.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:25","6.0","16.5","19.0","19.0","19.0","19.0","19.0","19.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:30","4.0","15.5","23.0","23.0","23.0","23.0","23.0","23.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:35","4.5","14.5","26.5","27.5","27.5","27.5","27.5","27.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:40","4.0","12.5","29.0","31.5","31.5","31.5","31.5","31.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:45","4.0","12.5","28.0","35.5","35.5","35.5","35.5","35.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:50","3.0","11.0","25.5","38.5","38.5","38.5","38.5","38.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 08:55","5.0","12.0","24.5","43.5","43.5","43.5","43.5","43.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 09:00","3.5","11.5","24.0","47.0","47.0","47.0","47.0","47.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 09:05","2.0","10.5","21.5","48.0","49.0","49.0","49.0","49.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 09:10","1.0","6.5","18.5","47.5","50.0","50.0","50.0","50.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 09:20","0.5","1.5","12.0","37.5","50.5","50.5","50.5","50.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 09:30","0.5","1.0","4.0","28.0","51.0","51.0","51.0","51.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 09:35","0.5","1.0","2.5","24.0","51.5","51.5","51.5","51.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 09:45","0.5","1.0","2.0","16.5","52.0","52.0","52.0","52.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 09:55","0.5","1.0","2.0","9.0","52.5","52.5","52.5","52.5","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 10:10","0.5","0.5","1.5","3.0","53.0","53.0","53.0","53.0","ดูข้อมูล"
"RF.PNK.02","พระนคร","ส.เทเวศร์","15/02/2566 10:15","0.5","1.0","1.5","3.5","53.5","53.5","53.5","53.5","ดูข้อมูล"
