"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","05/02/2566 16:25","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","05/02/2566 16:30","4.0","4.5","4.5","4.5","4.5","4.5","4.5","4.5","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","05/02/2566 16:35","5.5","10.0","10.0","10.0","10.0","10.0","10.0","10.0","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","05/02/2566 16:40","0.5","10.0","10.5","10.5","10.5","10.5","10.5","10.5","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","15/02/2566 06:50","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","15/02/2566 06:55","1.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","15/02/2566 07:00","0.5","3.0","3.0","3.0","3.0","3.0","3.0","3.0","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","15/02/2566 07:10","0.5","1.0","3.5","3.5","3.5","3.5","3.5","3.5","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","15/02/2566 07:30","0.5","0.5","1.0","4.0","4.0","4.0","4.0","4.0","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","15/02/2566 07:35","2.0","2.5","3.0","6.0","6.0","6.0","6.0","6.0","ดูข้อมูล"
"RF.MBR.02","มีนบุรี","ปตร.ประชาร่วมใจ","15/02/2566 07:40","4.0","6.5","6.5","10.0","10.0","10.0","10.0","10.0","ดูข้อมูล"
