"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/05/2565 07:40","0.5","0.5","0.5","0.5","0.5","0.5","0.5","22.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 16:30","1.5","1.5","1.5","1.5","1.5","1.5","1.5","5.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 16:35","6.0","7.5","7.5","7.5","7.5","7.5","7.5","11.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 16:40","2.5","10.0","10.0","10.0","10.0","10.0","10.0","14.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 16:45","4.0","12.5","14.0","14.0","14.0","14.0","14.0","18.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 16:50","2.0","8.5","16.0","16.0","16.0","16.0","16.0","20.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 16:55","2.5","8.5","18.5","18.5","18.5","18.5","18.5","22.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 17:00","4.0","8.5","21.0","22.5","22.5","22.5","22.5","26.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 17:05","5.5","12.0","20.5","28.0","28.0","28.0","28.0","32.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 17:10","1.5","11.0","19.5","29.5","29.5","29.5","29.5","33.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 17:15","2.5","9.5","18.0","32.0","32.0","32.0","32.0","36.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 17:20","9.0","13.0","25.0","41.0","41.0","41.0","41.0","45.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 17:25","5.5","17.0","28.0","46.5","46.5","46.5","46.5","50.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 17:30","4.0","18.5","28.0","49.0","50.5","50.5","50.5","53.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 17:35","2.5","12.0","25.0","45.5","53.0","53.0","53.0","55.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 17:40","1.0","7.5","24.5","44.0","54.0","54.0","54.0","55.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","01/11/2564 17:45","0.5","4.0","22.5","40.5","54.5","54.5","54.5","55.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 05:25","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 05:35","0.5","1.0","1.0","1.0","1.0","1.0","1.0","1.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 05:40","0.5","1.0","1.5","1.5","1.5","1.5","1.5","2.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 05:45","1.5","2.5","3.0","3.0","3.0","3.0","3.0","3.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 05:50","1.5","3.5","4.5","4.5","4.5","4.5","4.5","5.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 05:55","1.0","4.0","5.0","5.5","5.5","5.5","5.5","6.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 06:00","1.0","3.5","6.0","6.5","6.5","6.5","6.5","7.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 06:05","3.0","5.0","8.5","9.5","9.5","9.5","9.5","10.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 06:10","1.5","5.5","9.5","11.0","11.0","11.0","11.0","11.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 06:20","0.5","2.0","7.0","11.5","11.5","11.5","11.5","12.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 06:25","0.5","1.0","6.5","11.5","12.0","12.0","12.0","12.5","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 06:30","0.5","1.5","6.0","12.0","12.5","12.5","12.5","13.0","ดูข้อมูล"
"RF.PSC.04","ภาษีเจริญ","ส.คลองภาษีเจริญ","02/05/2565 06:40","0.5","1.0","2.0","11.5","13.0","13.0","13.0","13.5","ดูข้อมูล"
