"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/03/2565 06:40","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 16:30","0.5","0.5","0.5","0.5","0.5","0.5","0.5","16.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 16:35","0.5","1.0","1.0","1.0","1.0","1.0","1.0","16.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 16:40","1.5","2.5","2.5","2.5","2.5","2.5","2.5","9.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 16:45","2.5","4.5","5.0","5.0","5.0","5.0","5.0","9.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 16:50","2.5","6.5","7.5","7.5","7.5","7.5","7.5","11.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 16:55","1.0","6.0","8.5","8.5","8.5","8.5","8.5","12.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 17:00","1.5","5.0","9.5","10.0","10.0","10.0","10.0","12.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 17:05","2.0","4.5","11.0","12.0","12.0","12.0","12.0","14.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 17:10","1.0","4.5","10.5","13.0","13.0","13.0","13.0","14.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 17:15","1.5","4.5","9.5","14.5","14.5","14.5","14.5","16.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 17:20","5.0","7.5","12.0","19.5","19.5","19.5","19.5","21.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 17:25","4.5","11.0","15.5","24.0","24.0","24.0","24.0","25.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 17:30","3.0","12.5","17.0","26.5","27.0","27.0","27.0","28.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 17:35","1.5","9.0","16.5","27.5","28.5","28.5","28.5","29.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 17:40","1.0","5.5","16.5","27.0","29.5","29.5","29.5","30.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","01/11/2564 17:45","1.5","4.0","16.5","26.0","31.0","31.0","31.0","31.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/05/2565 05:30","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/05/2565 05:40","0.5","1.0","1.0","1.0","1.0","1.0","1.0","1.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/05/2565 06:00","0.5","0.5","1.0","1.5","1.5","1.5","1.5","1.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/05/2565 06:05","0.5","1.0","1.5","2.0","2.0","2.0","2.0","2.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/05/2565 06:10","0.5","1.5","1.5","2.5","2.5","2.5","2.5","2.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/05/2565 06:15","1.0","2.0","2.5","3.5","3.5","3.5","3.5","3.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/05/2565 06:20","0.5","2.0","3.0","4.0","4.0","4.0","4.0","4.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/05/2565 06:30","1.0","1.5","3.5","4.5","5.0","5.0","5.0","5.0","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/05/2565 06:45","0.5","0.5","2.0","4.5","5.5","5.5","5.5","5.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/10/2564 14:35","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.JTG.02","จอมทอง","จุดวัด ค.สนามชัย-ค.บางขุนเทียน","02/10/2564 14:40","1.0","1.5","1.5","1.5","1.5","1.5","1.5","1.5","ดูข้อมูล"
