"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 05:30","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 05:50","0.5","0.5","1.0","1.0","1.0","1.0","1.0","1.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 06:05","0.5","0.5","1.0","1.5","1.5","1.5","1.5","2.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 06:10","0.5","1.0","1.5","2.0","2.0","2.0","2.0","2.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 06:25","0.5","0.5","1.5","2.5","2.5","2.5","2.5","3.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 06:40","0.5","0.5","1.0","2.5","3.0","3.0","3.0","3.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 06:50","0.5","1.0","1.5","2.5","3.5","3.5","3.5","4.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 07:10","0.5","0.5","1.0","2.0","4.0","4.0","4.0","4.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 07:35","0.5","0.5","1.0","2.0","4.5","4.5","4.5","5.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 07:45","0.5","1.0","1.0","2.0","5.0","5.0","5.0","5.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 08:00","0.5","0.5","1.5","2.0","5.5","5.5","5.5","6.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 08:15","0.5","0.5","1.0","2.0","6.0","6.0","6.0","6.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/05/2564 08:40","0.5","0.5","1.0","2.0","6.0","6.5","6.5","7.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 22:30","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 22:35","1.5","2.0","2.0","2.0","2.0","2.0","2.0","2.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 22:40","1.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 22:50","0.5","1.5","3.5","3.5","3.5","3.5","3.5","3.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 22:55","2.0","2.5","5.5","5.5","5.5","5.5","5.5","5.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 23:00","4.0","6.5","9.0","9.5","9.5","9.5","9.5","9.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 23:05","3.5","9.5","11.0","13.0","13.0","13.0","13.0","13.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 23:10","1.5","9.0","11.5","14.5","14.5","14.5","14.5","14.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 23:15","0.5","5.5","12.0","15.0","15.0","15.0","15.0","15.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 23:20","0.5","2.5","12.0","15.5","15.5","15.5","15.5","15.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/07/2564 23:30","0.5","1.0","6.5","15.5","16.0","16.0","16.0","16.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 00:05","0.5","0.5","1.5","6.5","41.0","41.0","41.0","41.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 00:15","0.5","1.0","1.0","4.5","41.0","41.5","41.5","41.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 00:20","0.5","1.0","1.5","3.5","40.0","42.0","42.0","42.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 00:35","0.5","0.5","1.5","3.0","37.0","42.5","42.5","42.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 00:55","0.5","0.5","1.0","2.5","27.0","43.0","43.0","43.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 01:00","0.5","1.0","1.5","3.0","25.0","43.5","43.5","43.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 01:20","0.5","0.5","1.5","2.0","16.5","44.0","44.0","44.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 01:30","0.5","1.0","1.0","2.5","14.0","44.5","44.5","44.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 01:50","0.5","0.5","1.0","2.5","11.5","45.0","45.0","45.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 02:25","0.5","0.5","0.5","1.5","6.5","45.5","45.5","45.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 18:40","1.0","1.0","1.0","1.0","1.0","1.0","1.0","46.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 18:45","5.0","6.0","6.0","6.0","6.0","6.0","6.0","51.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 18:50","3.5","9.5","9.5","9.5","9.5","9.5","9.5","55.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 18:55","1.0","9.5","10.5","10.5","10.5","10.5","10.5","56.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 19:00","0.5","5.0","11.0","11.0","11.0","11.0","11.0","56.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 19:05","0.5","2.0","11.5","11.5","11.5","11.5","11.5","57.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 19:10","0.5","1.5","11.0","12.0","12.0","12.0","12.0","57.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 19:15","0.5","1.5","6.5","12.5","12.5","12.5","12.5","58.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 19:25","0.5","1.0","2.5","13.0","13.0","13.0","13.0","58.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 19:30","0.5","1.0","2.5","13.5","13.5","13.5","13.5","59.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 20:20","0.5","0.5","0.5","1.5","14.0","14.0","14.0","59.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 20:40","0.5","0.5","1.0","1.0","14.5","14.5","14.5","60.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 22:25","0.5","0.5","0.5","0.5","2.0","15.0","15.0","31.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 22:40","0.5","0.5","1.0","1.0","2.0","15.5","15.5","28.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 22:50","0.5","1.0","1.5","1.5","2.5","16.0","16.0","28.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 23:00","0.5","1.0","1.5","2.0","3.0","16.5","16.5","28.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 23:10","0.5","1.0","1.5","2.5","3.5","17.0","17.0","27.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","01/09/2564 23:25","0.5","0.5","1.5","2.5","3.5","17.5","17.5","24.0","ดูข้อมูล"
