"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/03/2565 15:10","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/03/2565 15:35","0.5","0.5","1.5","1.5","1.5","1.5","1.5","1.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 10:45","1.0","1.0","1.0","1.0","1.0","1.0","1.0","21.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 11:05","0.5","0.5","1.5","1.5","1.5","1.5","1.5","21.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 14:35","2.5","2.5","2.5","2.5","2.5","4.0","4.0","21.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 14:40","1.5","4.0","4.0","4.0","4.0","5.5","5.5","22.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 14:45","1.0","5.0","5.0","5.0","5.0","6.5","6.5","23.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 14:50","0.5","3.0","5.5","5.5","5.5","7.0","7.0","23.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 16:25","5.0","5.0","5.0","5.0","10.5","12.0","12.0","28.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 16:30","5.5","10.5","10.5","10.5","16.0","17.5","17.5","34.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 16:40","1.0","6.5","11.5","11.5","17.0","18.5","18.5","35.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 16:45","2.0","3.0","13.5","13.5","19.0","19.5","20.5","37.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 16:50","0.5","3.5","14.0","14.0","19.5","20.0","21.0","37.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 17:25","5.5","5.5","5.5","14.5","25.0","25.0","26.5","28.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 17:30","5.5","11.0","11.0","14.5","30.5","30.5","32.0","33.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 17:35","0.5","11.5","11.5","15.0","28.5","31.0","32.5","34.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","01/11/2564 17:45","0.5","1.0","12.0","12.5","26.5","31.5","33.0","34.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","02/05/2565 05:05","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","02/05/2565 05:10","0.5","2.0","2.0","2.0","2.0","2.0","2.0","2.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","02/05/2565 05:15","0.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","02/05/2565 05:40","0.5","0.5","1.0","3.0","3.0","3.0","3.0","3.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","02/05/2565 05:50","0.5","1.0","1.0","3.5","3.5","3.5","3.5","3.5","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","02/05/2565 06:00","0.5","1.0","1.5","4.0","4.0","4.0","4.0","4.0","ดูข้อมูล"
"RF.TLC.01","ตลิ่งชัน","สนข.ตลิ่งชัน","02/05/2565 06:30","0.5","0.5","0.5","2.0","4.5","4.5","4.5","4.5","ดูข้อมูล"
