"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","02/12/2565 00:05","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","02/12/2565 00:40","0.5","0.5","0.5","1.0","1.0","1.0","1.0","1.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","05/02/2566 16:45","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","06/02/2566 15:05","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","06/02/2566 15:15","2.5","3.0","3.0","3.0","3.0","3.0","3.0","3.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","06/02/2566 15:20","0.5","3.0","3.5","3.5","3.5","3.5","3.5","4.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","06/12/2565 05:35","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","06/12/2565 05:40","1.0","1.5","1.5","1.5","1.5","1.5","1.5","1.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 02:20","0.5","0.5","0.5","0.5","0.5","4.5","4.5","4.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 02:25","0.5","1.0","1.0","1.0","1.0","5.0","5.0","5.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 02:35","0.5","1.0","1.5","1.5","1.5","5.5","5.5","5.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 02:40","0.5","1.0","2.0","2.0","2.0","6.0","6.0","6.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 02:45","0.5","1.5","2.5","2.5","2.5","6.5","6.5","6.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 02:50","0.5","1.5","2.5","3.0","3.0","7.0","7.0","7.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 02:55","0.5","1.5","2.5","3.5","3.5","7.5","7.5","7.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 03:05","0.5","1.0","2.5","4.0","4.0","8.0","8.0","8.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 03:20","0.5","0.5","1.5","4.0","4.5","8.5","8.5","8.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 03:25","1.0","1.5","2.0","4.5","5.5","9.5","9.5","9.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 03:30","1.0","2.5","3.0","5.5","6.5","10.5","10.5","10.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 03:40","0.5","1.5","3.0","5.0","7.0","11.0","11.0","11.0","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 03:50","0.5","1.0","3.0","4.5","7.5","11.5","11.5","11.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 04:35","1.0","1.0","1.0","2.0","8.5","12.5","12.5","12.5","ดูข้อมูล"
"RF.KSW.01","คลองสามวา","สนข.คลองสามวา","10/10/2565 04:40","0.5","1.5","1.5","2.0","9.0","10.0","13.0","13.0","ดูข้อมูล"
