"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","01/10/2565 09:05","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","01/10/2565 23:45","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","01/10/2565 23:50","8.5","12.5","12.5","12.5","12.5","12.5","12.5","13.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","01/10/2565 23:55","10.0","22.5","22.5","22.5","22.5","22.5","22.5","23.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/10/2565 00:00","9.5","28.0","32.0","32.0","32.0","32.0","32.0","32.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/10/2565 00:05","8.5","28.0","40.5","40.5","40.5","40.5","40.5","41.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/10/2565 00:10","3.0","21.0","43.5","43.5","43.5","43.5","43.5","44.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/10/2565 00:15","0.5","12.0","40.0","44.0","44.0","44.0","44.0","44.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/10/2565 00:20","1.5","5.0","33.0","45.5","45.5","45.5","45.5","46.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/10/2565 00:30","0.5","2.0","14.0","46.0","46.0","46.0","46.0","46.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/10/2565 02:00","0.5","0.5","0.5","0.5","46.5","46.5","46.5","47.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/10/2565 18:25","0.5","0.5","0.5","0.5","0.5","0.5","0.5","47.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/10/2565 18:45","0.5","0.5","1.0","1.0","1.0","1.0","1.0","47.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/12/2565 01:00","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/12/2565 01:05","2.5","3.0","3.0","3.0","3.0","3.0","3.0","3.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/12/2565 01:10","1.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/12/2565 01:15","0.5","4.5","5.0","5.0","5.0","5.0","5.0","5.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/12/2565 01:20","3.5","5.5","8.5","8.5","8.5","8.5","8.5","8.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/12/2565 01:25","7.0","11.0","15.5","15.5","15.5","15.5","15.5","15.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","02/12/2565 01:30","1.5","12.0","16.5","17.0","17.0","17.0","17.0","17.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 13:55","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 14:00","0.5","1.5","1.5","1.5","1.5","1.5","1.5","2.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 14:05","0.5","2.0","2.0","2.0","2.0","2.0","2.0","3.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 14:10","1.5","2.5","3.5","3.5","3.5","3.5","3.5","4.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 14:15","7.0","9.0","10.5","10.5","10.5","10.5","10.5","11.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 14:20","11.5","20.0","22.0","22.0","22.0","22.0","22.0","23.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 14:25","9.0","27.5","30.0","31.0","31.0","31.0","31.0","32.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 14:30","3.0","23.5","32.5","34.0","34.0","34.0","34.0","35.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 14:40","1.0","4.0","31.5","35.0","35.0","35.0","35.0","36.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 14:50","0.5","1.5","13.5","35.5","35.5","35.5","35.5","36.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:00","0.5","1.0","2.0","34.5","36.0","36.0","36.0","37.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:05","3.0","3.5","5.0","37.0","39.0","39.0","39.0","40.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:10","0.5","4.0","4.5","36.0","39.5","39.5","39.5","40.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:15","2.5","6.0","7.0","31.5","42.0","42.0","42.0","43.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:20","4.0","7.0","10.5","24.0","46.0","46.0","46.0","47.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:25","5.5","12.0","16.0","20.5","51.5","51.5","51.5","52.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:30","3.5","13.0","19.0","21.0","55.0","55.0","55.0","56.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:35","3.5","12.5","19.5","24.5","58.5","58.5","58.5","59.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:40","3.5","10.5","22.5","27.0","62.0","62.0","62.0","63.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:45","1.0","8.0","21.0","28.0","63.0","63.0","63.0","64.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:50","2.0","6.5","19.0","29.5","65.0","65.0","65.0","66.0","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 15:55","1.5","4.5","15.0","31.0","66.5","66.5","66.5","67.5","ดูข้อมูล"
"RF.CTC.01","จตุจักร","บ่อสูบศาลอาญารัชดา","03/10/2565 16:00","1.5","5.0","13.0","32.0","68.0","68.0","68.0","69.0","ดูข้อมูล"
