"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/07/2565 18:30","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/07/2565 18:35","5.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/07/2565 18:40","7.5","15.0","15.0","15.0","15.0","15.0","15.0","15.0","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/07/2565 18:45","8.5","21.5","23.5","23.5","23.5","23.5","23.5","23.5","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/07/2565 18:50","6.0","22.0","29.5","29.5","29.5","29.5","29.5","29.5","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/07/2565 18:55","5.5","20.0","35.0","35.0","35.0","35.0","35.0","35.0","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/07/2565 19:00","4.5","16.0","37.5","39.5","39.5","39.5","39.5","39.5","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/07/2565 19:05","1.5","11.5","33.5","41.0","41.0","41.0","41.0","41.0","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/07/2565 19:10","1.0","7.0","27.0","42.0","42.0","42.0","42.0","42.0","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/07/2565 23:20","0.5","0.5","0.5","0.5","0.5","42.5","42.5","42.5","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/08/2565 09:55","0.5","0.5","0.5","0.5","0.5","0.5","0.5","12.5","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/08/2565 11:40","0.5","0.5","0.5","0.5","1.0","1.0","1.0","13.0","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/08/2565 11:45","2.0","2.5","2.5","2.5","3.0","3.0","3.0","15.0","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/08/2565 11:50","4.0","6.5","6.5","6.5","7.0","7.0","7.0","19.0","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/08/2565 11:55","3.0","9.0","9.5","9.5","10.0","10.0","10.0","22.0","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/08/2565 12:00","6.5","13.5","16.0","16.0","16.5","16.5","16.5","28.5","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/08/2565 12:05","4.0","13.5","20.0","20.0","20.5","20.5","20.5","32.5","ดูข้อมูล"
"RF.TLC.02","ตลิ่งชัน","ปตร.คลองบัว-ทางรถไฟ","01/08/2565 12:10","0.5","11.0","20.0","20.5","21.0","21.0","21.0","33.0","ดูข้อมูล"
