"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/05/2564 06:10","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/05/2564 06:45","0.5","0.5","0.5","1.0","1.0","1.0","1.0","1.0","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/05/2564 07:05","0.5","0.5","1.0","1.5","1.5","1.5","1.5","1.5","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/05/2564 07:20","0.5","0.5","1.0","1.5","2.0","2.0","2.0","2.0","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/05/2564 07:50","0.5","0.5","0.5","1.5","2.5","2.5","2.5","2.5","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/05/2564 08:50","0.5","0.5","0.5","0.5","3.0","3.0","3.0","3.0","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/05/2564 10:35","0.5","0.5","0.5","0.5","1.5","3.5","3.5","3.5","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/07/2564 22:50","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/07/2564 22:55","6.0","7.0","7.0","7.0","7.0","7.0","7.0","8.0","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/07/2564 23:00","1.5","8.5","8.5","8.5","8.5","8.5","8.5","9.5","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/07/2564 23:05","4.0","11.5","12.5","12.5","12.5","12.5","12.5","13.5","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/07/2564 23:10","8.0","13.5","20.5","20.5","20.5","20.5","20.5","21.5","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/07/2564 23:15","8.5","20.5","29.0","29.0","29.0","29.0","29.0","30.0","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/07/2564 23:20","5.5","22.0","33.5","34.5","34.5","34.5","34.5","35.5","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/07/2564 23:25","3.0","17.0","30.5","37.5","37.5","37.5","37.5","38.5","ดูข้อมูล"
"RF.NJK.03","หนองจอก","จุดวัด ค.สิบสอง-ถ.ประชาสำราญ","01/07/2564 23:30","2.0","10.5","31.0","39.5","39.5","39.5","39.5","40.5","ดูข้อมูล"
