"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","02/12/2565 02:10","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","02/12/2565 02:20","0.5","1.0","1.0","1.0","1.0","1.0","1.0","1.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","02/12/2565 02:25","7.5","8.0","8.5","8.5","8.5","8.5","8.5","8.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","02/12/2565 02:30","4.5","12.5","13.0","13.0","13.0","13.0","13.0","13.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","02/12/2565 02:45","0.5","0.5","13.0","13.5","13.5","13.5","13.5","13.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","13/11/2565 19:55","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","13/11/2565 20:00","0.5","1.0","1.0","1.0","1.0","1.0","1.0","1.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","13/11/2565 20:25","0.5","0.5","1.0","1.5","1.5","1.5","1.5","1.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","13/11/2565 22:50","0.5","0.5","0.5","0.5","2.0","2.0","2.0","2.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","13/11/2565 23:00","2.0","2.5","2.5","2.5","3.0","4.0","4.0","4.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","13/11/2565 23:05","1.0","3.0","3.5","3.5","4.0","5.0","5.0","5.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","13/11/2565 23:15","0.5","1.5","4.0","4.0","4.5","5.5","5.5","5.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","14/11/2565 16:45","1.0","1.0","1.0","1.0","1.0","1.0","1.0","6.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","14/11/2565 16:50","0.5","1.5","1.5","1.5","1.5","1.5","1.5","7.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","14/11/2565 18:30","0.5","0.5","0.5","0.5","2.0","2.0","2.0","7.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","14/11/2565 20:55","0.5","0.5","0.5","0.5","1.0","2.5","2.5","6.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 08:45","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 08:50","0.5","1.0","1.0","1.0","1.0","1.0","1.0","1.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 08:55","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 09:00","1.0","2.5","3.0","3.0","3.0","3.0","3.0","3.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 09:05","2.0","4.0","5.0","5.0","5.0","5.0","5.0","5.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 09:10","2.5","5.5","7.5","7.5","7.5","7.5","7.5","7.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 09:15","1.0","5.5","8.0","8.5","8.5","8.5","8.5","8.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 09:20","1.0","4.5","8.5","9.5","9.5","9.5","9.5","9.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 09:30","0.5","1.5","7.0","10.0","10.0","10.0","10.0","10.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 09:35","0.5","1.0","5.5","10.5","10.5","10.5","10.5","10.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 09:40","0.5","1.5","3.5","11.0","11.0","11.0","11.0","11.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 09:45","0.5","1.5","3.0","11.0","11.5","11.5","11.5","11.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 09:55","0.5","1.0","2.5","10.0","12.0","12.0","12.0","12.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 10:10","0.5","0.5","1.5","5.0","12.5","12.5","12.5","12.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 10:25","0.5","0.5","1.0","3.5","13.0","13.0","13.0","13.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 10:40","0.5","0.5","1.0","2.5","13.5","13.5","13.5","13.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 11:00","0.5","0.5","1.0","2.0","14.0","14.0","14.0","14.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 11:15","0.5","0.5","1.0","2.0","14.5","14.5","14.5","14.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 11:20","0.5","1.0","1.5","2.5","15.0","15.0","15.0","15.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 12:00","0.5","0.5","0.5","1.5","12.5","15.5","15.5","15.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 12:20","0.5","0.5","1.0","1.0","6.5","16.0","16.0","16.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 12:30","0.5","1.0","1.0","1.5","6.5","16.5","16.5","16.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 13:05","0.5","0.5","0.5","1.5","5.0","17.0","17.0","17.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 13:25","0.5","0.5","1.0","1.5","4.5","17.5","17.5","17.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/02/2566 13:50","0.5","0.5","1.0","1.5","4.5","18.0","18.0","18.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/11/2565 20:30","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/11/2565 20:35","3.0","3.5","3.5","3.5","3.5","3.5","3.5","4.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","15/11/2565 20:40","0.5","4.0","4.0","4.0","4.0","4.0","4.0","4.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/02/2566 03:20","0.5","0.5","0.5","0.5","0.5","0.5","0.5","18.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/02/2566 03:25","1.5","2.0","2.0","2.0","2.0","2.0","2.0","20.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/02/2566 03:30","2.0","4.0","4.0","4.0","4.0","4.0","4.0","22.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/02/2566 03:35","1.0","4.5","5.0","5.0","5.0","5.0","5.0","23.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/02/2566 03:40","2.5","5.5","7.5","7.5","7.5","7.5","7.5","25.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/02/2566 03:45","1.5","5.0","9.0","9.0","9.0","9.0","9.0","27.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/02/2566 03:50","0.5","4.5","9.0","9.5","9.5","9.5","9.5","27.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/02/2566 03:55","0.5","2.5","8.0","10.0","10.0","10.0","10.0","28.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/02/2566 04:40","0.5","0.5","0.5","3.0","10.5","10.5","10.5","28.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/11/2565 14:40","2.0","2.0","2.0","2.0","2.0","2.0","2.0","6.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/11/2565 14:45","4.0","6.0","6.0","6.0","6.0","6.0","6.0","10.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/11/2565 14:50","2.5","8.5","8.5","8.5","8.5","8.5","8.5","12.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/11/2565 14:55","2.5","9.0","11.0","11.0","11.0","11.0","11.0","15.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/11/2565 15:00","3.0","8.0","14.0","14.0","14.0","14.0","14.0","18.0","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/11/2565 15:05","2.5","8.0","16.5","16.5","16.5","16.5","16.5","20.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/11/2565 15:10","1.0","6.5","15.5","17.5","17.5","17.5","17.5","21.5","ดูข้อมูล"
"RF.JTG.03","จอมทอง","ส.คลองสี่บาท","16/11/2565 15:20","0.5","1.5","9.5","18.0","18.0","18.0","18.0","22.0","ดูข้อมูล"
