"รหัสสถานี","เขต","สถานี","วัน-เวลา","ฝน 5 นาที","ฝน 15 นาที","ฝน 30 นาที","ฝน 1 ชม.","ฝน 3 ชม.","ฝน 6 ชม.","ฝน 12 ชม.","ฝน 24 ชม.","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 04:30","0.5","0.5","0.5","0.5","0.5","0.5","0.5","4.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 04:45","0.5","0.5","1.0","1.0","1.0","1.0","1.0","5.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 04:55","0.5","1.0","1.5","1.5","1.5","1.5","1.5","5.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 05:10","0.5","0.5","1.5","2.0","2.0","2.0","2.0","6.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 05:20","0.5","1.0","1.5","2.5","2.5","2.5","2.5","6.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 05:25","0.5","1.0","1.5","3.0","3.0","3.0","3.0","7.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 05:40","0.5","0.5","1.5","3.0","3.5","3.5","3.5","7.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 05:50","0.5","1.0","1.5","3.0","4.0","4.0","4.0","8.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 06:10","0.5","0.5","1.0","2.5","4.5","4.5","4.5","8.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 06:45","0.5","0.5","0.5","1.5","5.0","5.0","5.0","9.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 07:10","0.5","0.5","1.0","1.0","5.5","5.5","5.5","9.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 07:20","0.5","1.0","1.0","1.5","6.0","6.0","6.0","10.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 07:45","0.5","0.5","1.0","1.5","5.5","6.5","6.5","10.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 08:10","0.5","0.5","1.0","1.5","5.0","7.0","7.0","11.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/05/2564 12:45","0.5","0.5","0.5","0.5","0.5","2.5","7.5","11.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/07/2564 23:50","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 00:00","0.5","0.5","1.0","2.0","17.5","17.5","18.0","18.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 00:10","0.5","1.0","1.5","2.0","18.0","18.0","18.5","18.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 00:25","0.5","0.5","1.5","2.0","18.5","18.5","19.0","19.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 00:40","0.5","0.5","1.0","2.5","19.0","19.0","19.5","19.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 00:50","0.5","1.0","1.5","2.5","17.0","19.5","20.0","20.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 01:00","0.5","1.0","1.5","2.5","10.0","20.0","20.5","20.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 01:15","0.5","0.5","1.5","2.5","5.5","20.5","21.0","21.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 01:45","0.5","0.5","0.5","2.0","5.5","21.0","21.5","21.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 02:55","0.5","0.5","0.5","0.5","4.5","21.5","22.0","22.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 19:15","0.5","0.5","0.5","0.5","0.5","0.5","0.5","22.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 21:15","0.5","0.5","0.5","0.5","1.0","1.0","1.0","22.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 21:25","0.5","1.0","1.0","1.0","1.5","1.5","1.5","23.0","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 21:35","0.5","1.0","1.5","1.5","2.0","2.0","2.0","23.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 21:50","0.5","0.5","1.5","2.0","2.5","2.5","2.5","21.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 22:00","0.5","1.0","1.5","2.5","3.0","3.0","3.0","14.5","ดูข้อมูล"
"RF.DMG.01","ดอนเมือง","สนข.ดอนเมือง","01/09/2564 22:05","0.5","1.0","1.5","3.0","3.5","3.5","3.5","12.5","ดูข้อมูล"
